question_id,question,author,question_date,answer_date,subject,ministry
13728,"طبقا للمادة الثالثة من القانون رقم 16-13 المتعلق بإحدات مؤسسة الأعمال الإجتماعية لوزارة إعدادالتراب الوطني والتعمير والإسكان وسياسة المدينة الذي ينص في فقرته  الثانية على تمكين  المتقاعدين من الإنخراط في هذه المؤسسة الاجتماعية والاستفادة من خدماتها طبقا للقانون، يشتكي مجموعة من المتقاعدين حرمانهم من الحصول على حقهم في الإنخراط والإستفادة، علما أنهم تقدموا بطلبات الإنخراط ، ولم يتلقوا أي تجاوب أو جواب من طرف الساهرين على سير المؤسسة بخصوص مآل ملفاتهم.
‎لذا، نسائلكم السيدة الوزيرة المحترمة،  ‎عن سبب عدم قبول انخراط ‎هؤلاء المتقاعدين الذين قضوا سنوات شبابهم وكهولتهم في الخدمة العمومية، هؤلاء المتقاعدين الذين هم اليوم بحاجة أكثر من أي وقت مضى إلى الإستفادة من خدمات المؤسسة الاجتماعية التابعة لوزارتكم، خاصة ونحن نعيش فترة تنزيل توجيهات جلالة الملك نصره الله في تحقيق الدولة الاجتماعية.",Sahar Abdouh,08/11/2023,pas de réponse,استفادة المتقاعدين من موظفي ومستخدمي وزارة إعداد التراب الوطني والتعمير والسكنى وسياسة المدينة من خدمات مؤسسة الأعمال الإجتماعية التابعة لوزارتكم,إعداد التراب الوطني والتعمير والإسكان وسياسة المدينة.
13727,"تحت الرئاسة الفعلية لصاحب الجلالة الملك محمد السادس نصره الله، تم إطلاق برنامج الوحدات الصحية المتنقلة المجهزة بتقنيات الإتصال عن بعد، و الذي يندرج في إطار الورش الملكي لإصلاح المنظومة الصحية وتعميم الحماية الاجتماعية، ويمثل نموذجا جديدا للتدخل الطبي يزاوج بين توفير العلاج عن قرب والتطبيب عن بعد، ويهم هذا البرنامج النموذجي نشر وحدات صحية مجهزة بتقنيات الاتصال عن بعد في المناطق التي تعاني من خصاص في الولوج إلى الخدمات الصحية.
وعليه نسائلكم السيد الوزير، ماهي التدابير التي تم اتخاذها من أجل ولوج ساكنة المناطق القروية بعمالة أكادير ادوتنان إلى الخدمات الصحية لاسيما المناطق المتضررة جراء زلزال 8 شتنبر 2023 ، وما هي الاجراءات المتخذة قصد التنزيل الأمثل والفعلي لهذا البرنامج.",Jamal Diwany,08/11/2023,pas de réponse,برنامج الوحدات الصحية المتنقلة المجهزة بعمالة أكادير إداوتنان,الصحة والحماية الاجتماعية.
13726,"توصلت بشكاية من السيد هشام الهامي أستاذ التعليم الثانوي التأهيلي بسلا، رقم التأجير 1280615، مفادها أنه تم إقصاؤه من الحركة الانتقالية.
وحيث إن المعني بالأمر يتوفر على شروط تؤهله للمشاركة في هذه الحركة الانتقالية،
فإنني أسائلكم السيد الوزير المحترم،
ما هي الإجراءات الاستعجالية لإنصاف السيد هشام الهامي؟


مرفقات:
نسخة من الشكاية",Abdellah Bouanou,08/11/2023,pas de réponse,إقصاء السيد هشام الهامي من الحركة الانتقالية,التربية الوطنية والتعليم الأولي والرياضة.
13725,"حسب تصريح للسيد وزير العدل المغربي الذي حل ضيفا على برنامج ""ضيف الأسبوع"" الذي تبثه ""قناة ميدي1 تيفي"" يوم الأحد 29 من الشهر المنصرم- بإن 9000 محامي من أصل 15000 في المغرب غير مسجلين لدى إدارة الضرائب، مضيفا أنه لا يمكن أن تنفلت مهنة المحاماة من النظام العام.
لذا أسائلكم السيدة الوزيرة المحترمة،
 عن صحة ما جاء في تصريح السيد الوزير وعن الإجراءات ستتخذونها لتصحيح الوضع.",Naima El Fethaoui,08/11/2023,pas de réponse,تسجيل المحامين لدى إدارة الضرائب,الاقتصاد والمالية.
13724,"دق المركز المغربي للحماية من الابتزاز الإلكتروني في بلاغ، ناقوس الخطر بخصوص تنامي ظاهرة الدعارة الإلكترونية واستدراج النساء عبر تدوينات متعددة وتحت أسباب مختلفة.
وأكد أن هناك فتيات يبحثن عن نساء من أجل ممارسة الجنس الافتراضي، عبر كاميرا الهاتف مقابل مساعدتهن على تهجيرهن إلى دول الخليج. كما دعا النساء إلى توخي الحذر من مثل هذه التدوينات ومنشورات أخرى يكون موضوعها مغريا مثل ""أجي تخدم من دارك"" لكونها تدوينات مشبوهة تشتم فيها رائحة الدعارة الإلكترونية. 
وأوضح المركز أن وساطة الدعارة الإلكترونية يتصاعد مؤشرها مؤخرا لما تحققه النساء الوسيطات من أرباح جراء هذا العمل واستدراج النساء للعمل تحت يافطة العمل في محلات التدليك مقابل 7000 درهم شهريا دون احتساب العمولات.
فتح تحقيق في هذه التدوينات ومساءلة أصحابها عن غاياتهم الحقيقية ونواياهم.
لذا أسائلكم السيد الوزير المحترم،
 عن الإجراءات التي ستتخذونها لفتح تحقيق في هذه التدوينات ومساءلة أصحابها عن غاياتهم الحقيقية ونواياهم.",Naima El Fethaoui,08/11/2023,pas de réponse,ظاهرة الدعارة الإلكترونية,الداخلية.
13723,"عرف إقليم شفشاون جماعة بواحمد حادثا مأساويا تمثل في انفجار قوي باستعمال مادة حارقة لتكسير صخرة أثناء حفر بئر، نتج عنه وفاة شخصين والآخرين في حالة حرجة بالمستشفى الإقليمي بتطوان. 
إن عملية البحث عن الماء بهذه المنطقة التي تعرف وجود منابع مائية طبيعية مهمة، ووجود واد القنار الذي لا تنضب منابعه تجعلنا نسائلكم السيد الوزير المحترم،
 عن السبب الذي حرم سكان هذا الدوار من الماء وعرضهم للعطش ليلجأوا إلى حفر بئر بطرق عرضت حياتهم للخطر وجعلت عائلاتهم عرضة للتشرد والضياع.",Saloua Berdhi,08/11/2023,pas de réponse,الانفجار الذي أدى إلى مصرع أشخاص بإقليم شفشاون أثناء حفر بئر  بحثا عن الماء,التجهيز والماء.
13722,"لقد خلق تعثر أشغال بناء مركز الدكتوراه بالمدرسة الوطنية للعلوم التطبيقية بخريبكة استياء كبيرا في صفوف كل المعنيين بالتعليم الجامعي بالمنطقة، والذين يتساءلون باستغراب عن أسباب تعثر أشغال المركز منذ سنة 2018، وهو المركز الذي كان مأمولا منه تعزيز مستوى البحث العلمي والتقني بالمدرسة المذكورة، كما من شأنه الإسهام الفعال في الدور الأساسي للجامعة كقاطرة للتنمية.  
 وعليه، أسائلكم السيد الوزير المحترم،
ما هي الإجراءات التي ستقومون بها من أجل  إنجاز  مركز الدكتوراه المذكور؟",Touria Afif,08/11/2023,pas de réponse,مآل مركز الدكتوراه بالمدرسة الوطنية للعلوم التطبيقية بخريبكة,التعليم العالي والبحث العلمي والابتكار.
13721,"نثمن بكل موضوعية عملية الدعم المالي المباشر للأسر الفقيرة والمعوزة، عبر البرنامج  الطموح ""تيسير"" الذي تبنته مختلف الحكومات المتعاقبة، وذلك من أجل تجاوز الكلفة المباشرة وغير المباشرة لتمدرس التلاميذ والتلميذات والحد من ظاهرة الهدر المدرسي، خاصة في صفوف الفتيات.
 هذا البرنامج ساهم في الحد من آفة الهدر المدرسي من خلال مساعدة الأسر المعوزة بمبالغ مالية تختلف باختلاف المستوى التعليمي لأبنائها، وهو ما ساهم في تكريس إلزامية التمدرس بالنسبة للأطفال ما بين 6 سنوات و15 سنة. 
لذا أسائلكم السيد الوزير المحترم:
- ما هي الإجراءات والتدابير المتخذة توسيع قاعدة الاستفادة من البرنامج المومأ إليه ليشمل عددا أكبر من الأسر بإقليم آسا الزاك؟",Mahmoud Abba,08/11/2023,pas de réponse,توسيع قاعدة الاستفادة من برنامج تيسير ليشمل عددا أكبر من الأسر بإقليم آسا الزاك,التربية الوطنية والتعليم الأولي والرياضة.
13720,"حسب دراسة المرصد الوطني للمهارات، فإن نسبة إدماج خريجي المنظومة الوطنية للتكوين المهني في سوق الشغل تبلغ 67% .
بما أن التكوين المهني المنتج هو الذي تنتهي مخرجاته بالمتخرجين منه في سوق الشغل مباشرة نظرا لطبيعة هذا المكون.
وحيث أن تقييم نجاعة أداء التكوين المهني عملية يتعين القيام بها على مستوى الأقاليم التي تعاني من الهشاشة، لا سيما الأقاليم الجنوبية وأخص بالذكر إقليم آسا الزاك. 
وعليه، أسائلكم، السيد الوزير المحترم: 
- ما مدى تقييم مصالحكم لخريجي التكوين المهني بإقليم آسا الزاك؟ 
- وهل تتوفرون على معطيات ومؤشرات انخراطهم في سوق الشغل؟",Mahmoud Abba,08/11/2023,pas de réponse,مخرجات التكوين المهني بإقليم آسا الزاك,الإدماج الاقتصادي والمقاولة الصغرى والتشغيل والكفاءات.
13719,"ما يزال أعوان السلطة في مختلف أقاليم المملكة ينتظرون الإفراج عن مشروع النظام الأساسي بعد ردح من الزمن، وهو الملف الذي كان يحظى بأهمية لدى مصالحكم المركزية، لا سيما أنكم اعتبرتم غير ما مرة أن تسوية أوضاع هذه الفئة أولوية اجتماعية لا سيما الشق الاجتماعي منها.
هذه الفئة كانت تمني النفس منذ مشروع مالية سنة 2011 بإدراجهم ضمن النظام الأساسي للوظيفة العمومية، وهو الأمر الذي لم يتحقق، وظلت وضعية هذه الفئة تراوح مكانة الحيف والتهميش، وهم الذين يشكلون عيون السلطة في كل مكان.
أوضاع هذه الفئة باتت تحتاج إلى التفاتة لإعادة الاعتبار إليها وإلى دورها، خاصة وأنها تتقاضى أجورا زهيدة لا تتناسب ومهامها الجسيمة طيلة الأربع والعشرين ساعة بدون انقطاع.
لذا أسائلكم السيد الوزير المحترم، عن برامج وزارتكم الرامية إلى إنصاف أعوان السلطة، والإفراج عن النظام الأساسي الخاص بهم.",Mahmoud Abba,08/11/2023,pas de réponse,وضعية أعوان السلطة والحاجة إلى إخراج نظام أساسي خاص بهم,الداخلية.
13718,"لا يخفى عليكم أن متصرفي وزارة الداخلية من الدرجة الثانية السلم 11 لا يتجاوز مدخولهم الشهري 7500 درهم، في الوقت الذي يتمتع فيه نفس المتصرفين لدى وزارة الاقتصاد والمالية، أو لدى وزارة العدل من أجور تفوق تلك التي يتقاضاها متصرفو وزارة الداخلية، إضافة إلى تحفيزات مالية مهمة في إطار  ما هو متعارف عليه بنظام الشهر (13) مع الأخذ بعين الاعتبار كون هذه الفئة من الأطر العليا بوزارتكم. 
وعليه، أسائلكم السيد الوزير المحترم: 
- ما مدى عزم وزارتكم تسوية وضعية متصرفي وزارة الداخلية، لا سيما أنهم يعملون لساعات إضافية ولساعات متأخرة من الليل، وأحيانا أيام العطل وبدون أي تعويضات، زد على ذلك فترة الانتخابات والكوارث الطبيعة - الزلزال - الأخير مثلا ؟",Mahmoud Abba,08/11/2023,pas de réponse,وضعية متصرفي وزارة الداخلية,الداخلية.
13717,"في الوقت الذي تتوفر فيه العديد من مدن الـمملكة على محطات قطار تَجمع في الوقت نفسه بين جمالية الـمعمار الـمستوحى من عراقة فن العمارة الـمغربية، وبين تنوّع الـمرافق وتعددها، بما يسمح بانسيابية حركة السفر وتوفير راحة الـمسافرين؛ فإن محطة القطار بمدينة أصيلة تعدّ استثناءً في هذا الباب، حيث طالها التهميش، رغم أنها تعرف حركية كبيرة للمسافرين، خصوصا في فصل الصيف، حيث تشكل مدينة أصيلة وجهة للمصطافين، الأمر الذي يستدعي تأهيل هذه المحطة وتنويع مرافقها، خصوصا في ظل الدينامية التي يعرفها الـمغرب باحتضانه مستقبلا لفعاليات كأس إفريقيا، وفعاليات كأس العالم.
لذا؛ نسائلكم عن الإجراءات والتدابير التي تعتزمونَ اتخاذها من أجل التسريع بإعادة هيكلة وتأهيل محطة القطار بمدينة أصيلة؟",Koloub Fatih,07/11/2023,pas de réponse,إعادة هيكلة وتأهيل محطة القطار بـمدينة أصيلة,النقل واللوجيستيك.
13716,نسائلكم السيدة الوزيرة المحترمة، عن التدابير المتخذة لضمان تنفيذ برامج الدعم الاجتماعي والنفسي ومواكبة المتضررين من زلزال الحوز ؟,Rim Chabat,07/11/2023,pas de réponse,بشأن ضمان تنفيذ برامج الدعم الاجتماعي والنفسي و مواكبة المتضررين من زلزال الحوز,التضامن والإدماج الاجتماعي والأسرة.
13715,"السيد الوزيرالمحترم، تداولت وسائل الإعلام ومعها مواقع التواصل الاجتماعي مؤخرا اصابة 16 شخصا بالعمى نتيجة حقنهم بدواء بعدما قاموا بزيارة مستشفى 20 غشت التابع للمركز الاستشفائي الجامعي ابن رشد بالدار البيضاء لتلقي العلاجات، علما بأن المرضى المعنيين مصابون بداء السكري كما أنهم دأبوا على أخذ هذا النوع من الحقن الموضعية منذ سنوات، دون إصابتهم بأي مضاعفات من قبل، ليجدوا أنفسهم يعانون من أعراض شبيهة بفقدان البصر بعد فترة وجيزة من أخذهم لهذه الحقن الموضعية.
وعليه، نسائلكم السيد الوزيرالمحترم، عن الإجراءات المتخذة لفتح تحقيق في هذه الفضيحة الطبية الخطيرة التي أصيب فيها 16 مريضا بأعراض شبيهة بالعمى بمستشفى 20 غشت بالدارالبيضاء ومعرفة سبب المضاعفات التي تم تسجيلها في صفوفهم وتحديد المسؤوليات في هذا الشأن؟ وماهي التدابير المتخذة لمواكبة وإخضاع هؤلاء المصابين بأعراض شبيهة بالعمى لحصص من العلاج ؟",Rim Chabat,07/11/2023,pas de réponse,في شأن إصابة 16 شخصا بالعمى نتيجة حقنهم بدواء بمستشفى 20 غشت بالدار البيضاء,الصحة والحماية الاجتماعية.
13714,"السيد الوزير المحترم، تتوفر جهة فاس مكناس على إمكانيات مادية وبشرية تؤهلها لإنعاش القطاع الصناعي، نذكر من بينها على سبيل المثال ، وفرة الموارد البشرية المؤهلة إضافة إلى توافر المواد الأولية الفلاحية والغابوية والمعدنية وضعها الجغرافي مع توفرها على بنية تحتية أساسية هامة معدة للاستقبال، واعتبارا للمؤهلات الصناعية المتعددة التي تتمتع بها الجهة،
نسائلكم السيد الوزير المحترم، عن التدابير المتخذة لإنعاش القطاع الصناعي بمختلف العمالات والأقاليم التابعة لجهة فاس مكناس؟ وماهي الإجراءات المتخذة لدعم المشاريع الاستثمارية الصناعية بجهة فاس مكناس؟",Rim Chabat,07/11/2023,pas de réponse,بشأن تشجيع الاستثمار الصناعي بجهة فاس مكناس,الوزارة المنتدبة لدى رئيس الحكومة المكلفة بالاستثمار والتقائية وتقييم السياسات العمومية.
13713,"السيد الوزير المحترم، تزخر مدينة فاس بإمكانيات مادية وبشرية تؤهلها لإنعاش القطاع الصناعي، نذكر من بينها على سبيل المثال ، وفرة الموارد البشرية المؤهلة إضافة إلى توافر المواد الأولية الفلاحية والغابوية والمعدنية وضعها الجغرافي مع توفرها على بنية تحتية أساسية هامة معدة للاستقبال، واعتبارا للمؤهلات الصناعية المتعددة التي تتمتع بها مدينة فاس،
نسائلكم السيد الوزير المحترم، عن التدابير المتخذة لإنعاش القطاع الصناعي بفاس؟ وماهي الإجراءات المتخذة لدعم المشاريع الاستثمارية الصناعية بمدينة فاس؟",Rim Chabat,07/11/2023,pas de réponse,دعم وتشجيع الاستثمار في القطاع الصناعي بمدينة فاس,الوزارة المنتدبة لدى رئيس الحكومة المكلفة بالاستثمار والتقائية وتقييم السياسات العمومية.
13712,"السيد الوزير المحترم، تزخر مدينة فاس بإمكانيات مادية وبشرية تؤهلها لإنعاش القطاع الصناعي، نذكر من بينها على سبيل المثال ، وفرة الموارد البشرية المؤهلة إضافة إلى توافر المواد الأولية الفلاحية والغابوية والمعدنية وضعها الجغرافي مع توفرها على بنية تحتية أساسية هامة معدة للاستقبال، واعتبارا للمؤهلات الصناعية المتعددة التي تتمتع بها مدينة فاس،
نسائلكم السيد الوزير المحترم، عن التدابير المتخذة لإنعاش القطاع الصناعي بفاس؟ وماهي الإجراءات المتخذة لدعم المشاريع الاستثمارية الصناعية بمدينة فاس؟",Rim Chabat,07/11/2023,pas de réponse,دعم وتشجيع الاستثمار في القطاع الصناعي بمدينة فاس,الصناعة والتجارة.
13711,"السيد الوزير المحترم، تتوفر جهة فاس مكناس على إمكانيات مادية وبشرية تؤهلها لإنعاش القطاع الصناعي، نذكر من بينها على سبيل المثال ، وفرة الموارد البشرية المؤهلة إضافة إلى توافر المواد الأولية الفلاحية والغابوية والمعدنية وضعها الجغرافي مع توفرها على بنية تحتية أساسية هامة معدة للاستقبال، واعتبارا للمؤهلات الصناعية المتعددة التي تتمتع بها الجهة،
نسائلكم السيد الوزير المحترم، عن التدابير المتخذة لإنعاش القطاع الصناعي بمختلف العمالات والأقاليم التابعة لجهة فاس مكناس؟ وماهي الإجراءات المتخذة لدعم المشاريع الاستثمارية الصناعية بجهة فاس مكناس؟",Rim Chabat,07/11/2023,pas de réponse,تشجيع الاستثمار الصناعي بجهة فاس مكناس,الصناعة والتجارة.
13710,نسائلكن السيدة الوزيرة المحترمة، عن المشاريع المبرمجة من طرف الوزارة بإقليم مولاي يعقوب برسم السنة المالية 2023 والمتعلقة برقمنة الخدمات العمومية والارتقاء بجودتها وتيسير الولوج إليها وتعزيز فعالية الإدارة الرقمية للرفع من نجاعتها؟ وماهي البرامج والمشاريع التي تنوي الوزارة القيام بها خلال السنوات القادمة، لاسيما في ما يتعلق بتأهيل البنية التحتية الرقمية بهدف دعم وتسريع ورش الانتقال الرقمي بإقليم مولاي يعقوب؟,Rim Chabat,07/11/2023,pas de réponse,تأهيل البنية التحتية الرقمية بإقليم مولاي يعقوب,الوزارة المنتدبة لدى رئيس الحكومة المكلفة بالانتقال الرقمي وإصلاح الإدارة.
